,Zod_sign_man,Zod_sign_woman,zod_combo,Compatibility_rate
1866,Leo,Scorpio,LeoScorpio,0.58
1867,Gemini,Taurus,GeminiTaurus,0.33
1868,Libra,Virgo,LibraVirgo,0.68
1869,Pisces,Aries,PiscesAries,0.67
1870,Cancer,Aquarius,CancerAquarius,0.27
1871,Virgo,Taurus,VirgoTaurus,0.9
1872,Aquarius,Leo,AquariusLeo,0.68
1873,Taurus,Sagittarius,TaurusSagittarius,0.3
1874,Virgo,Scorpio,VirgoScorpio,0.88
1875,Aries,Virgo,AriesVirgo,0.63
1876,Leo,Aries,LeoAries,0.97
1877,Virgo,Pisces,VirgoPisces,0.88
1879,Scorpio,Leo,ScorpioLeo,0.58
1880,Taurus,Taurus,TaurusTaurus,0.58
1881,Cancer,Virgo,CancerVirgo,0.9
1882,Gemini,Virgo,GeminiVirgo,0.68
1884,Virgo,Pisces,VirgoPisces,0.88
1885,Taurus,Aquarius,TaurusAquarius,0.58
1886,Aries,Capricorn,AriesCapricorn,0.47
1887,Capricorn,Pisces,CapricornPisces,0.88
1888,Sagittarius,Aquarius,SagittariusAquarius,0.9
1889,Cancer,Pisces,CancerPisces,0.98
1890,Cancer,Sagittarius,CancerSagittarius,0.53
1891,Virgo,Libra,VirgoLibra,0.69
1892,Virgo,Cancer,VirgoCancer,0.9
1893,Gemini,Taurus,GeminiTaurus,0.33
1894,Pisces,Aquarius,PiscesAquarius,0.45
1895,Pisces,Pisces,PiscesPisces,0.6
1896,Leo,Taurus,LeoTaurus,0.73
1897,Cancer,Libra,CancerLibra,0.43
1898,Capricorn,Capricorn,CapricornCapricorn,0.75
1899,Scorpio,Sagittarius,ScorpioSagittarius,0.28
1900,Virgo,Cancer,VirgoCancer,0.9
1901,Libra,Sagittarius,LibraSagittarius,0.73
1902,Scorpio,Pisces,ScorpioPisces,0.97
1903,Taurus,Scorpio,TaurusScorpio,0.88
1904,Scorpio,Libra,ScorpioLibra,0.35
1906,Libra,Aries,LibraAries,0.85
1907,Cancer,Capricorn,CancerCapricorn,0.83
1908,Aquarius,Taurus,AquariusTaurus,0.58
1909,Gemini,Libra,GeminiLibra,0.93
1910,Libra,Pisces,LibraPisces,0.88
1911,Pisces,Libra,PiscesLibra,0.88
1912,Capricorn,Capricorn,CapricornCapricorn,0.75
1913,Aquarius,Taurus,AquariusTaurus,0.58
1914,Sagittarius,Capricorn,SagittariusCapricorn,0.6
1915,Cancer,Aries,CancerAries,0.42
1916,Cancer,Aquarius,CancerAquarius,0.27
1917,Gemini,Leo,GeminiLeo,0.88
1918,Aquarius,Aries,AquariusAries,0.78
1919,Aquarius,Aries,AquariusAries,0.78
1920,Libra,Sagittarius,LibraSagittarius,0.73
1921,Sagittarius,Aries,SagittariusAries,0.93
1922,Cancer,Gemini,CancerGemini,0.65
1923,Pisces,Libra,PiscesLibra,0.88
1924,Gemini,Sagittarius,GeminiSagittarius,0.6
1925,Gemini,Libra,GeminiLibra,0.93
1926,Aquarius,Gemini,AquariusGemini,0.85
1927,Virgo,Aries,VirgoAries,0.63
1928,Capricorn,Pisces,CapricornPisces,0.88
1929,Libra,Scorpio,LibraScorpio,0.35
1930,Aries,Pisces,AriesPisces,0.67
1931,Sagittarius,Aries,SagittariusAries,0.93
1932,Capricorn,Aries,CapricornAries,0.47
1933,Capricorn,Virgo,CapricornVirgo,0.95
1934,Aries,Aquarius,AriesAquarius,0.78
1935,Scorpio,Capricorn,ScorpioCapricorn,0.95
1936,Gemini,Virgo,GeminiVirgo,0.68
1937,Capricorn,Aries,CapricornAries,0.47
1939,Sagittarius,Gemini,SagittariusGemini,0.6
1940,Taurus,Libra,TaurusLibra,0.65
1941,Aries,Taurus,AriesTaurus,0.38
1942,Virgo,Pisces,VirgoPisces,0.88
1943,Capricorn,Virgo,CapricornVirgo,0.95
1944,Pisces,Taurus,PiscesTaurus,0.85
1945,Sagittarius,Libra,SagittariusLibra,0.73
1946,Aquarius,Virgo,AquariusVirgo,0.3
1947,Capricorn,Sagittarius,CapricornSagittarius,0.6
1949,Leo,Gemini,LeoGemini,0.88
1950,Capricorn,Aquarius,CapricornAquarius,0.69
1951,Taurus,Libra,TaurusLibra,0.65
1953,Cancer,Scorpio,CancerScorpio,0.94
1954,Virgo,Aries,VirgoAries,0.63
1955,Scorpio,Aries,ScorpioAries,0.5
1956,Libra,Aries,LibraAries,0.85
1957,Gemini,Libra,GeminiLibra,0.93
1958,Virgo,Taurus,VirgoTaurus,0.9
1959,Gemini,Leo,GeminiLeo,0.88
1960,Cancer,Libra,CancerLibra,0.43
1961,Sagittarius,Capricorn,SagittariusCapricorn,0.6
1962,Taurus,Virgo,TaurusVirgo,0.9
1963,Taurus,Aquarius,TaurusAquarius,0.58
1964,Leo,Taurus,LeoTaurus,0.73
1966,Virgo,Scorpio,VirgoScorpio,0.88
1970,Gemini,Libra,GeminiLibra,0.93
1971,Virgo,Libra,VirgoLibra,0.69
1972,Gemini,Virgo,GeminiVirgo,0.68
1973,Pisces,Taurus,PiscesTaurus,0.85
1974,Capricorn,Capricorn,CapricornCapricorn,0.75
1975,Cancer,Scorpio,CancerScorpio,0.94
1976,Taurus,Aries,TaurusAries,0.38
1977,Leo,Aquarius,LeoAquarius,0.69
1978,Gemini,Pisces,GeminiPisces,0.53
1983,Capricorn,Leo,CapricornLeo,0.35
1984,Leo,Pisces,LeoPisces,0.38
1985,Scorpio,Virgo,ScorpioVirgo,0.88
1986,Taurus,Sagittarius,TaurusSagittarius,0.3
1987,Virgo,Virgo,VirgoVirgo,0.65
1988,Taurus,Gemini,TaurusGemini,0.33
1989,Aquarius,Gemini,AquariusGemini,0.85
1990,Taurus,Gemini,TaurusGemini,0.33
1991,Taurus,Taurus,TaurusTaurus,0.58
1992,Cancer,Virgo,CancerVirgo,0.9
1993,Capricorn,Virgo,CapricornVirgo,0.95
1994,Gemini,Sagittarius,GeminiSagittarius,0.6
1995,Capricorn,Virgo,CapricornVirgo,0.95
1996,Taurus,Taurus,TaurusTaurus,0.58
1997,Taurus,Pisces,TaurusPisces,0.85
1998,Virgo,Gemini,VirgoGemini,0.68
1999,Taurus,Sagittarius,TaurusSagittarius,0.3
2000,Scorpio,Aquarius,ScorpioAquarius,0.73
2001,Sagittarius,Libra,SagittariusLibra,0.73
2002,Scorpio,Libra,ScorpioLibra,0.35
2003,Aquarius,Sagittarius,AquariusSagittarius,0.9
2004,Leo,Sagittarius,LeoSagittarius,0.93
2005,Taurus,Leo,TaurusLeo,0.73
2006,Virgo,Pisces,VirgoPisces,0.88
2008,Leo,Aries,LeoAries,0.97
2009,Scorpio,Libra,ScorpioLibra,0.35
2010,Cancer,Sagittarius,CancerSagittarius,0.53
2011,Libra,Virgo,LibraVirgo,0.68
2012,Aries,Capricorn,AriesCapricorn,0.47
2014,Virgo,Pisces,VirgoPisces,0.88
2015,Aries,Capricorn,AriesCapricorn,0.47
2016,Libra,Libra,LibraLibra,0.75
2017,Aries,Scorpio,AriesScorpio,0.5
2018,Capricorn,Scorpio,CapricornScorpio,0.95
2019,Gemini,Libra,GeminiLibra,0.93
2020,Virgo,Cancer,VirgoCancer,0.9
2021,Aries,Libra,AriesLibra,0.85
2022,Pisces,Pisces,PiscesPisces,0.6
2023,Gemini,Aries,GeminiAries,0.83
2025,Cancer,Aries,CancerAries,0.42
2026,Taurus,Gemini,TaurusGemini,0.33
2027,Taurus,Cancer,TaurusCancer,0.97
2028,Taurus,Aquarius,TaurusAquarius,0.58
2029,Libra,Pisces,LibraPisces,0.88
2030,Cancer,Gemini,CancerGemini,0.65
2031,Gemini,Scorpio,GeminiScorpio,0.28
2032,Pisces,Scorpio,PiscesScorpio,0.97
2033,Capricorn,Gemini,CapricornGemini,0.68
2034,Virgo,Taurus,VirgoTaurus,0.9
2035,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
2036,Sagittarius,Gemini,SagittariusGemini,0.6
2037,Pisces,Aquarius,PiscesAquarius,0.45
2038,Aries,Aries,AriesAries,0.5
2039,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
2040,Capricorn,Taurus,CapricornTaurus,0.98
2041,Taurus,Sagittarius,TaurusSagittarius,0.3
2042,Leo,Gemini,LeoGemini,0.88
2043,Gemini,Scorpio,GeminiScorpio,0.28
2044,Cancer,Aries,CancerAries,0.42
2045,Capricorn,Virgo,CapricornVirgo,0.95
2046,Leo,Aries,LeoAries,0.97
2048,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
2049,Leo,Scorpio,LeoScorpio,0.58
2051,Aquarius,Sagittarius,AquariusSagittarius,0.9
2052,Libra,Gemini,LibraGemini,0.93
2053,Cancer,Capricorn,CancerCapricorn,0.83
2054,Cancer,Taurus,CancerTaurus,0.97
2055,Virgo,Virgo,VirgoVirgo,0.65
2056,Aquarius,Aries,AquariusAries,0.78
2057,Taurus,Sagittarius,TaurusSagittarius,0.3
2058,Sagittarius,Scorpio,SagittariusScorpio,0.28
2059,Sagittarius,Virgo,SagittariusVirgo,0.48
2060,Capricorn,Gemini,CapricornGemini,0.68
2061,Cancer,Cancer,CancerCancer,0.75
2062,Gemini,Libra,GeminiLibra,0.93
2063,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
2065,Sagittarius,Capricorn,SagittariusCapricorn,0.6
2067,Capricorn,Taurus,CapricornTaurus,0.98
2068,Cancer,Gemini,CancerGemini,0.65
2070,Taurus,Virgo,TaurusVirgo,0.9
2073,Leo,Pisces,LeoPisces,0.38
2074,Libra,Pisces,LibraPisces,0.88
2075,Virgo,Libra,VirgoLibra,0.69
2076,Libra,Aquarius,LibraAquarius,0.9
2077,Sagittarius,Virgo,SagittariusVirgo,0.48
2078,Taurus,Gemini,TaurusGemini,0.33
2079,Leo,Aries,LeoAries,0.97
2080,Capricorn,Cancer,CapricornCancer,0.83
2081,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
2082,Leo,Taurus,LeoTaurus,0.73
2083,Libra,Pisces,LibraPisces,0.88
2084,Scorpio,Taurus,ScorpioTaurus,0.88
2085,Capricorn,Capricorn,CapricornCapricorn,0.75
2086,Aries,Aquarius,AriesAquarius,0.78
2087,Capricorn,Capricorn,CapricornCapricorn,0.75
2088,Capricorn,Leo,CapricornLeo,0.35
2089,Scorpio,Pisces,ScorpioPisces,0.97
2090,Sagittarius,Aquarius,SagittariusAquarius,0.9
2092,Leo,Leo,LeoLeo,0.45
2093,Virgo,Sagittarius,VirgoSagittarius,0.48
2094,Cancer,Gemini,CancerGemini,0.65
2095,Gemini,Cancer,GeminiCancer,0.65
2096,Taurus,Cancer,TaurusCancer,0.97
2097,Virgo,Gemini,VirgoGemini,0.68
2098,Virgo,Scorpio,VirgoScorpio,0.88
2099,Aquarius,Sagittarius,AquariusSagittarius,0.9
2100,Aries,Leo,AriesLeo,0.97
2101,Gemini,Virgo,GeminiVirgo,0.68
2102,Aries,Sagittarius,AriesSagittarius,0.93
2103,Leo,Aries,LeoAries,0.97
2105,Aquarius,Libra,AquariusLibra,0.9
2108,Pisces,Sagittarius,PiscesSagittarius,0.63
2110,Capricorn,Gemini,CapricornGemini,0.68
2111,Pisces,Aquarius,PiscesAquarius,0.45
2112,Cancer,Pisces,CancerPisces,0.98
2113,Cancer,Virgo,CancerVirgo,0.9
2114,Cancer,Cancer,CancerCancer,0.75
2116,Capricorn,Gemini,CapricornGemini,0.68
2117,Libra,Scorpio,LibraScorpio,0.35
2118,Cancer,Libra,CancerLibra,0.43
2119,Leo,Aquarius,LeoAquarius,0.69
2120,Cancer,Leo,CancerLeo,0.35
2121,Virgo,Leo,VirgoLeo,0.35
2122,Gemini,Leo,GeminiLeo,0.88
2123,Sagittarius,Virgo,SagittariusVirgo,0.48
2124,Pisces,Gemini,PiscesGemini,0.53
2125,Capricorn,Leo,CapricornLeo,0.35
2126,Pisces,Gemini,PiscesGemini,0.53
2127,Virgo,Taurus,VirgoTaurus,0.9
2128,Libra,Virgo,LibraVirgo,0.68
2129,Gemini,Leo,GeminiLeo,0.88
2130,Aries,Libra,AriesLibra,0.85
2131,Capricorn,Aries,CapricornAries,0.47
2132,Aquarius,Pisces,AquariusPisces,0.45
2134,Pisces,Leo,PiscesLeo,0.38
2135,Cancer,Sagittarius,CancerSagittarius,0.53
2136,Aries,Libra,AriesLibra,0.85
2137,Leo,Gemini,LeoGemini,0.88
2138,Virgo,Gemini,VirgoGemini,0.68
2139,Cancer,Capricorn,CancerCapricorn,0.83
2140,Leo,Gemini,LeoGemini,0.88
2141,Libra,Pisces,LibraPisces,0.88
2142,Gemini,Gemini,GeminiGemini,0.6
2143,Taurus,Libra,TaurusLibra,0.65
2144,Sagittarius,Capricorn,SagittariusCapricorn,0.6
2146,Taurus,Scorpio,TaurusScorpio,0.88
2148,Leo,Scorpio,LeoScorpio,0.58
2149,Sagittarius,Libra,SagittariusLibra,0.73
2150,Scorpio,Libra,ScorpioLibra,0.35
2151,Capricorn,Leo,CapricornLeo,0.35
2152,Scorpio,Gemini,ScorpioGemini,0.28
2153,Aquarius,Scorpio,AquariusScorpio,0.73
2155,Taurus,Aries,TaurusAries,0.38
2156,Cancer,Aquarius,CancerAquarius,0.27
2157,Aquarius,Aquarius,AquariusAquarius,0.45
2158,Capricorn,Capricorn,CapricornCapricorn,0.75
2159,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
2160,Sagittarius,Gemini,SagittariusGemini,0.6
2161,Pisces,Leo,PiscesLeo,0.38
2162,Capricorn,Cancer,CapricornCancer,0.83
2163,Capricorn,Gemini,CapricornGemini,0.68
2165,Sagittarius,Libra,SagittariusLibra,0.73
2166,Capricorn,Capricorn,CapricornCapricorn,0.75
2167,Pisces,Pisces,PiscesPisces,0.6
2172,Libra,Libra,LibraLibra,0.75
2173,Gemini,Virgo,GeminiVirgo,0.68
2174,Cancer,Taurus,CancerTaurus,0.97
2175,Gemini,Pisces,GeminiPisces,0.53
2176,Cancer,Virgo,CancerVirgo,0.9
2177,Scorpio,Pisces,ScorpioPisces,0.97
2178,Gemini,Taurus,GeminiTaurus,0.33
2179,Pisces,Sagittarius,PiscesSagittarius,0.63
2180,Sagittarius,Pisces,SagittariusPisces,0.63
2181,Virgo,Cancer,VirgoCancer,0.9
2182,Sagittarius,Aquarius,SagittariusAquarius,0.9
2183,Aquarius,Cancer,AquariusCancer,0.27
2186,Virgo,Libra,VirgoLibra,0.69
2187,Sagittarius,Aries,SagittariusAries,0.93
2188,Aquarius,Pisces,AquariusPisces,0.45
2189,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
2190,Sagittarius,Cancer,SagittariusCancer,0.53
2191,Taurus,Cancer,TaurusCancer,0.97
2192,Virgo,Gemini,VirgoGemini,0.68
2193,Aries,Leo,AriesLeo,0.97
2194,Taurus,Libra,TaurusLibra,0.65
2195,Pisces,Virgo,PiscesVirgo,0.88
2197,Taurus,Aquarius,TaurusAquarius,0.58
2198,Capricorn,Aries,CapricornAries,0.47
2199,Cancer,Virgo,CancerVirgo,0.9
2200,Virgo,Sagittarius,VirgoSagittarius,0.48
2201,Scorpio,Capricorn,ScorpioCapricorn,0.95
2202,Aries,Virgo,AriesVirgo,0.63
2203,Taurus,Leo,TaurusLeo,0.73
2204,Gemini,Leo,GeminiLeo,0.88
2205,Cancer,Cancer,CancerCancer,0.75
2206,Libra,Gemini,LibraGemini,0.93
2207,Leo,Gemini,LeoGemini,0.88
2208,Sagittarius,Aries,SagittariusAries,0.93
2209,Sagittarius,Libra,SagittariusLibra,0.73
2211,Pisces,Scorpio,PiscesScorpio,0.97
2212,Sagittarius,Aquarius,SagittariusAquarius,0.9
2213,Leo,Capricorn,LeoCapricorn,0.35
2214,Libra,Leo,LibraLeo,0.97
2215,Aries,Aquarius,AriesAquarius,0.78
2216,Scorpio,Gemini,ScorpioGemini,0.28
2217,Sagittarius,Cancer,SagittariusCancer,0.53
2218,Virgo,Cancer,VirgoCancer,0.9
2219,Capricorn,Gemini,CapricornGemini,0.68
2220,Aquarius,Capricorn,AquariusCapricorn,0.69
2221,Sagittarius,Virgo,SagittariusVirgo,0.48
2222,Aries,Capricorn,AriesCapricorn,0.47
2223,Leo,Sagittarius,LeoSagittarius,0.93
2224,Gemini,Gemini,GeminiGemini,0.6
2225,Scorpio,Sagittarius,ScorpioSagittarius,0.28
2226,Taurus,Libra,TaurusLibra,0.65
2227,Sagittarius,Taurus,SagittariusTaurus,0.3
2228,Scorpio,Taurus,ScorpioTaurus,0.88
2230,Libra,Virgo,LibraVirgo,0.68
2231,Pisces,Taurus,PiscesTaurus,0.85
2232,Capricorn,Sagittarius,CapricornSagittarius,0.6
2233,Libra,Gemini,LibraGemini,0.93
2234,Capricorn,Aries,CapricornAries,0.47
2235,Aquarius,Libra,AquariusLibra,0.9
2236,Scorpio,Sagittarius,ScorpioSagittarius,0.28
2237,Scorpio,Libra,ScorpioLibra,0.35
2238,Capricorn,Virgo,CapricornVirgo,0.95
2239,Pisces,Leo,PiscesLeo,0.38
2240,Libra,Libra,LibraLibra,0.75
2241,Gemini,Aquarius,GeminiAquarius,0.85
2242,Scorpio,Capricorn,ScorpioCapricorn,0.95
2243,Pisces,Leo,PiscesLeo,0.38
2244,Cancer,Aquarius,CancerAquarius,0.27
2245,Aries,Taurus,AriesTaurus,0.38
2246,Aries,Taurus,AriesTaurus,0.38
2247,Pisces,Cancer,PiscesCancer,0.98
2248,Libra,Libra,LibraLibra,0.75
2249,Libra,Leo,LibraLeo,0.97
2250,Libra,Scorpio,LibraScorpio,0.35
2251,Aries,Gemini,AriesGemini,0.83
2252,Aquarius,Leo,AquariusLeo,0.68
2253,Gemini,Virgo,GeminiVirgo,0.68
2254,Pisces,Aquarius,PiscesAquarius,0.45
2255,Sagittarius,Taurus,SagittariusTaurus,0.3
2256,Leo,Cancer,LeoCancer,0.35
2257,Taurus,Virgo,TaurusVirgo,0.9
2258,Aquarius,Virgo,AquariusVirgo,0.3
2259,Taurus,Scorpio,TaurusScorpio,0.88
2260,Leo,Taurus,LeoTaurus,0.73
2261,Taurus,Scorpio,TaurusScorpio,0.88
2262,Taurus,Virgo,TaurusVirgo,0.9
2263,Cancer,Cancer,CancerCancer,0.75
2264,Libra,Taurus,LibraTaurus,0.65
2265,Libra,Sagittarius,LibraSagittarius,0.73
2266,Cancer,Pisces,CancerPisces,0.98
2268,Gemini,Leo,GeminiLeo,0.88
2269,Gemini,Scorpio,GeminiScorpio,0.28
2271,Pisces,Sagittarius,PiscesSagittarius,0.63
2272,Pisces,Aquarius,PiscesAquarius,0.45
2273,Capricorn,Leo,CapricornLeo,0.35
2274,Gemini,Aquarius,GeminiAquarius,0.85
2276,Aquarius,Libra,AquariusLibra,0.9
2277,Libra,Gemini,LibraGemini,0.93
2278,Gemini,Scorpio,GeminiScorpio,0.28
2279,Gemini,Libra,GeminiLibra,0.93
2280,Taurus,Leo,TaurusLeo,0.73
2281,Scorpio,Leo,ScorpioLeo,0.58
2282,Aries,Aquarius,AriesAquarius,0.78
2283,Taurus,Gemini,TaurusGemini,0.33
2284,Aquarius,Aries,AquariusAries,0.78
2285,Cancer,Virgo,CancerVirgo,0.9
2286,Aquarius,Scorpio,AquariusScorpio,0.73
2287,Leo,Capricorn,LeoCapricorn,0.35
2288,Cancer,Scorpio,CancerScorpio,0.94
2289,Pisces,Leo,PiscesLeo,0.38
2290,Taurus,Libra,TaurusLibra,0.65
2291,Capricorn,Scorpio,CapricornScorpio,0.95
2293,Virgo,Scorpio,VirgoScorpio,0.88
2294,Cancer,Aquarius,CancerAquarius,0.27
2295,Virgo,Gemini,VirgoGemini,0.68
2296,Libra,Libra,LibraLibra,0.75
2298,Capricorn,Aquarius,CapricornAquarius,0.69
2301,Cancer,Pisces,CancerPisces,0.98
2302,Virgo,Pisces,VirgoPisces,0.88
2304,Cancer,Taurus,CancerTaurus,0.97
2305,Pisces,Gemini,PiscesGemini,0.53
2307,Pisces,Capricorn,PiscesCapricorn,0.88
2308,Cancer,Pisces,CancerPisces,0.98
2309,Virgo,Aries,VirgoAries,0.63
2310,Aries,Gemini,AriesGemini,0.83
2311,Capricorn,Aries,CapricornAries,0.47
2312,Sagittarius,Libra,SagittariusLibra,0.73
2313,Scorpio,Taurus,ScorpioTaurus,0.88
2315,Gemini,Cancer,GeminiCancer,0.65
2318,Aries,Leo,AriesLeo,0.97
2319,Virgo,Scorpio,VirgoScorpio,0.88
2320,Aries,Cancer,AriesCancer,0.42
2321,Libra,Taurus,LibraTaurus,0.65
2322,Aquarius,Gemini,AquariusGemini,0.85
2324,Aries,Scorpio,AriesScorpio,0.5
2325,Aquarius,Taurus,AquariusTaurus,0.58
2326,Scorpio,Aquarius,ScorpioAquarius,0.73
2329,Pisces,Leo,PiscesLeo,0.38
2330,Leo,Taurus,LeoTaurus,0.73
2331,Pisces,Gemini,PiscesGemini,0.53
2332,Sagittarius,Libra,SagittariusLibra,0.73
2333,Libra,Cancer,LibraCancer,0.43
2334,Scorpio,Capricorn,ScorpioCapricorn,0.95
2335,Leo,Cancer,LeoCancer,0.35
2336,Libra,Virgo,LibraVirgo,0.68
2337,Taurus,Gemini,TaurusGemini,0.33
2339,Taurus,Gemini,TaurusGemini,0.33
2340,Aquarius,Leo,AquariusLeo,0.68
2341,Aquarius,Virgo,AquariusVirgo,0.3
2342,Virgo,Sagittarius,VirgoSagittarius,0.48
2343,Virgo,Virgo,VirgoVirgo,0.65
2344,Gemini,Gemini,GeminiGemini,0.6
2345,Aries,Aquarius,AriesAquarius,0.78
2346,Taurus,Capricorn,TaurusCapricorn,0.98
2347,Cancer,Cancer,CancerCancer,0.75
2348,Pisces,Libra,PiscesLibra,0.88
2349,Capricorn,Aries,CapricornAries,0.47
2350,Taurus,Leo,TaurusLeo,0.73
2351,Gemini,Libra,GeminiLibra,0.93
2352,Gemini,Scorpio,GeminiScorpio,0.28
2353,Scorpio,Libra,ScorpioLibra,0.35
2354,Libra,Sagittarius,LibraSagittarius,0.73
2355,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
2356,Cancer,Scorpio,CancerScorpio,0.94
2357,Cancer,Leo,CancerLeo,0.35
2358,Taurus,Libra,TaurusLibra,0.65
2359,Aries,Sagittarius,AriesSagittarius,0.93
2360,Pisces,Libra,PiscesLibra,0.88
2361,Gemini,Aquarius,GeminiAquarius,0.85
2362,Scorpio,Libra,ScorpioLibra,0.35
2363,Gemini,Taurus,GeminiTaurus,0.33
2364,Gemini,Virgo,GeminiVirgo,0.68
2366,Capricorn,Sagittarius,CapricornSagittarius,0.6
2367,Gemini,Cancer,GeminiCancer,0.65
2368,Gemini,Aries,GeminiAries,0.83
2369,Pisces,Libra,PiscesLibra,0.88
2370,Virgo,Leo,VirgoLeo,0.35
2371,Virgo,Virgo,VirgoVirgo,0.65
2372,Cancer,Sagittarius,CancerSagittarius,0.53
2373,Aquarius,Aquarius,AquariusAquarius,0.45
2374,Aries,Libra,AriesLibra,0.85
2375,Aquarius,Leo,AquariusLeo,0.68
2376,Cancer,Leo,CancerLeo,0.35
2377,Taurus,Cancer,TaurusCancer,0.97
2378,Pisces,Virgo,PiscesVirgo,0.88
2379,Cancer,Scorpio,CancerScorpio,0.94
2380,Scorpio,Leo,ScorpioLeo,0.58
2381,Aquarius,Taurus,AquariusTaurus,0.58
2384,Leo,Taurus,LeoTaurus,0.73
2385,Taurus,Aries,TaurusAries,0.38
2386,Scorpio,Pisces,ScorpioPisces,0.97
2387,Sagittarius,Libra,SagittariusLibra,0.73
2388,Sagittarius,Capricorn,SagittariusCapricorn,0.6
2389,Pisces,Capricorn,PiscesCapricorn,0.88
2390,Cancer,Cancer,CancerCancer,0.75
2391,Capricorn,Cancer,CapricornCancer,0.83
2392,Capricorn,Scorpio,CapricornScorpio,0.95
2394,Aquarius,Leo,AquariusLeo,0.68
2395,Virgo,Scorpio,VirgoScorpio,0.88
2396,Sagittarius,Aquarius,SagittariusAquarius,0.9
2397,Aquarius,Pisces,AquariusPisces,0.45
2398,Aries,Pisces,AriesPisces,0.67
2399,Aries,Aquarius,AriesAquarius,0.78
2400,Libra,Scorpio,LibraScorpio,0.35
2401,Scorpio,Virgo,ScorpioVirgo,0.88
2403,Cancer,Pisces,CancerPisces,0.98
2404,Libra,Pisces,LibraPisces,0.88
2405,Gemini,Libra,GeminiLibra,0.93
2406,Capricorn,Gemini,CapricornGemini,0.68
2407,Capricorn,Aquarius,CapricornAquarius,0.69
2408,Libra,Sagittarius,LibraSagittarius,0.73
2409,Cancer,Aquarius,CancerAquarius,0.27
2410,Taurus,Gemini,TaurusGemini,0.33
2411,Capricorn,Libra,CapricornLibra,0.55
2413,Cancer,Aquarius,CancerAquarius,0.27
2415,Aries,Pisces,AriesPisces,0.67
2416,Pisces,Sagittarius,PiscesSagittarius,0.63
2417,Libra,Taurus,LibraTaurus,0.65
2419,Gemini,Aries,GeminiAries,0.83
2420,Pisces,Scorpio,PiscesScorpio,0.97
2421,Pisces,Capricorn,PiscesCapricorn,0.88
2422,Cancer,Scorpio,CancerScorpio,0.94
2423,Virgo,Aquarius,VirgoAquarius,0.3
2424,Pisces,Gemini,PiscesGemini,0.53
2426,Cancer,Taurus,CancerTaurus,0.97
2427,Aries,Virgo,AriesVirgo,0.63
2428,Aries,Capricorn,AriesCapricorn,0.47
2429,Scorpio,Aquarius,ScorpioAquarius,0.73
2430,Leo,Cancer,LeoCancer,0.35
2432,Aries,Cancer,AriesCancer,0.42
2433,Pisces,Scorpio,PiscesScorpio,0.97
2434,Leo,Capricorn,LeoCapricorn,0.35
2436,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
2437,Virgo,Capricorn,VirgoCapricorn,0.95
2438,Virgo,Gemini,VirgoGemini,0.68
2439,Leo,Leo,LeoLeo,0.45
2440,Cancer,Scorpio,CancerScorpio,0.94
2441,Capricorn,Cancer,CapricornCancer,0.83
2442,Sagittarius,Aries,SagittariusAries,0.93
2443,Aries,Scorpio,AriesScorpio,0.5
2444,Leo,Leo,LeoLeo,0.45
2445,Aries,Aquarius,AriesAquarius,0.78
2446,Leo,Pisces,LeoPisces,0.38
2448,Taurus,Gemini,TaurusGemini,0.33
2449,Gemini,Gemini,GeminiGemini,0.6
2451,Scorpio,Aries,ScorpioAries,0.5
2452,Taurus,Virgo,TaurusVirgo,0.9
2453,Aquarius,Virgo,AquariusVirgo,0.3
2455,Taurus,Scorpio,TaurusScorpio,0.88
2456,Aquarius,Leo,AquariusLeo,0.68
2457,Libra,Aquarius,LibraAquarius,0.9
2458,Taurus,Scorpio,TaurusScorpio,0.88
2459,Leo,Gemini,LeoGemini,0.88
2461,Capricorn,Gemini,CapricornGemini,0.68
2462,Pisces,Virgo,PiscesVirgo,0.88
2463,Aries,Taurus,AriesTaurus,0.38
2464,Leo,Aries,LeoAries,0.97
2465,Libra,Gemini,LibraGemini,0.93
2466,Libra,Pisces,LibraPisces,0.88
2467,Virgo,Libra,VirgoLibra,0.69
2468,Leo,Scorpio,LeoScorpio,0.58
2469,Taurus,Capricorn,TaurusCapricorn,0.98
2470,Pisces,Cancer,PiscesCancer,0.98
2472,Libra,Aquarius,LibraAquarius,0.9
2473,Pisces,Virgo,PiscesVirgo,0.88
2474,Cancer,Aquarius,CancerAquarius,0.27
2476,Cancer,Cancer,CancerCancer,0.75
2477,Cancer,Taurus,CancerTaurus,0.97
2478,Virgo,Leo,VirgoLeo,0.35
2479,Pisces,Scorpio,PiscesScorpio,0.97
2480,Taurus,Virgo,TaurusVirgo,0.9
2481,Scorpio,Sagittarius,ScorpioSagittarius,0.28
2482,Taurus,Libra,TaurusLibra,0.65
2483,Cancer,Libra,CancerLibra,0.43
2484,Aries,Gemini,AriesGemini,0.83
2485,Virgo,Leo,VirgoLeo,0.35
